Sucursal  : 0010 BODEGA CENTRAL 00000001 dias compras : 1

Codigo,Cod.Proveedor,Descripcion Producto,familia,linea,Inventario,Rotacion,Dia ventas,Ventas,Stock Actual,stock Minimo,Stock Seguridad,Stock Maximo,Ventas Proyectadas,Pendientes en O/C.,Sugerida a Comprar,Precio Lista Proveedor,Total Compra,Proveedor,Proveedor Ultima compra,Fecha Ultima compra,Valor ultima compra,Fecha Ulima Venta,Valor ult.Venta
00012438,,LOCTITE MAXI COAT GLN                             ,LOCTITE,INDUSTRIAL,S,SIN ROTACION,0,0,0,0,0,0,0,0,0,0,0,MARIO DIAZ AREVALO,HENKEL CHILE LIMITADA,20190401,89354,20190329,90250
00012451,,ABRAZADERA CABLE 1/8 GALVARIZADA                  ,PIOLAS-CADENAS,MORDAZA,S,SIN ROTACION,670,0,0,0,0,0,0,50,0,0,0,MARIO DIAZ AREVALO,,20220208,63,20210830,84
00012452,,MORDAZA CABLE 3/16                                ,PIOLAS-CADENAS,MORDAZA,S,SIN ROTACION,670,0,0,0,0,0,0,1200,0,111,0,VILLAR HNOS.S.A.,,20221209,89,20230127,227
00012453,,MORDAZA CABLE 1/4 6MM                             ,PIOLAS-CADENAS,MORDAZA,S,SIN ROTACION,670,0,0,0,0,0,0,1260,0,0,0,VILLAR HNOS.S.A.,INVERSIONES COLLINS Y COLLINS LTDA.,20221129,113,20230130,139
00012454,,MORDAZA CABLE 5/16 8MM                            ,PIOLAS-CADENAS,MORDAZA,S,SIN ROTACION,670,0,0,0,0,0,0,604,0,180,0,VILLAR HNOS.S.A.,VILLAR HNOS.S.A.,20230125,180,20230127,272
00012455,,MORDAZA CABLE 3/8                                 ,PIOLAS-CADENAS,MORDAZA,S,SIN ROTACION,670,0,0,0,0,0,0,550,0,0,0,VILLAR HNOS.S.A.,INVERSIONES COLLINS Y COLLINS LTDA.,20230112,281,20230125,337
00012456,,MORDAZA CABLE 7/16                                ,PIOLAS-CADENAS,MORDAZA,S,SIN ROTACION,670,0,0,0,0,0,0,30,0,0,0,VILLAR HNOS.S.A.,INVERSIONES COLLINS Y COLLINS LTDA.,20141023,206,20211129,366
00012457,,MORDAZA CABLE 1/2 13MM                            ,PIOLAS-CADENAS,MORDAZA,S,SIN ROTACION,670,0,0,0,0,0,0,50,0,0,0,VILLAR HNOS.S.A.,INVERSIONES COLLINS Y COLLINS LTDA.,20230131,556,20230125,667
00012458,,MORDAZA CABLE 5/8 16MM                            ,PIOLAS-CADENAS,MORDAZA,S,SIN ROTACION,670,0,0,0,0,0,0,50,0,0,0,VILLAR HNOS.S.A.,,20210329,680,20230118,975
00012459,,MORDAZA CABLE 3/4                                 ,PIOLAS-CADENAS,MORDAZA,S,SIN ROTACION,670,0,0,0,0,0,0,90,0,1164,0,SOC. COM. IDUYA SPA,INVERSIONES COLLINS Y COLLINS LTDA.,20230125,1165,20230125,1398
00012460,,MORDAZA CABLE 7/8                                 ,PIOLAS-CADENAS,MORDAZA,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,SOC. COM. IDUYA SPA,,20210329,1278,20221014,1683
00012461,,MORDAZA CABLE 1 26MM                              ,PIOLAS-CADENAS,MORDAZA,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,SOC. COM. IDUYA SPA,INVERSIONES COLLINS Y COLLINS LTDA.,20210129,1713,20221202,2138
00012462,,GRILLETE 1/4                                      ,PERNO,GRILLETE,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,SOC. COM. IDUYA SPA,,20210916,285,20221203,479
00012463,,GRILLETE 5/16 8MM                                 ,PERNO,GRILLETE,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,SOC. COM. IDUYA SPA,,20220903,391,20230131,655
00012464,,GRILLETE 3/8                                      ,PERNO,GRILLETE,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,SOC. COM. IDUYA SPA,,20220903,640,20230127,1076
00012465,,GRILLETE 1/2                                      ,PERNO,GRILLETE,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,SOC. COM. IDUYA SPA,,20220618,1076,20230125,1292
00012466,,GRILLETE 5/8                                      ,PERNO,GRILLETE,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,SOC. COM. IDUYA SPA,,20220618,1875,20230131,3071
00012467,,GRILLETE 3/4                                      ,PERNO,GRILLETE,S,SIN ROTACION,670,0,0,0,0,0,0,12,0,0,0,SOC. COM. IDUYA SPA,,20220906,3176,20230125,3813
00012468,,GRILLETE 7/8                                      ,PERNO,GRILLETE,S,SIN ROTACION,670,0,0,0,0,0,0,8,0,0,0,SOC. COM. IDUYA SPA,INVERSIONES COLLINS Y COLLINS LTDA.,20220909,6812,20220630,7902
00012469,,GRILLETE 1  24MM                                  ,PERNO,GRILLETE,S,SIN ROTACION,670,0,0,0,0,0,0,12,0,8800,0,INVERSIONES COLLINS Y COLLINS LTDA.,,20220630,3131,20230130,10875
00012472,,AMPOLLETA 9004 LUZ DIA 12V 100/80W                ,AMPOLLETA,LUZ DIA,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,INVERSIONES COLLINS Y COLLINS LTDA.,,20200312,2488,20200714,4529
00012502,,LENTES GRIS AF                                    ,ART.SEG.PERSONAL,LENTES,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,INVERSIONES COLLINS Y COLLINS LTDA.,VICSA SAFETY COMERCIAL LIMITADA,20161005,3390,20170214,0
00012503,,TAPA RADIADOR 13 LB 09 BAR                       ,ACCESORIOS,TAPA RADIADOR,S,SIN ROTACION,670,0,0,0,0,0,0,100,0,0,0,INDURA S.A.INDUSTRIA Y COMERCIO,,20211106,570,20230124,1612
00012540,,LOCTITE PEGAMENTO EPOX QM50 25 ML                 ,LOCTITE,AUTOMOTRIZ,S,SIN ROTACION,0,0,33,0,0,0,0,132,0,0,0,INDURA S.A.INDUSTRIA Y COMERCIO,HENKEL CHILE LIMITADA,20230118,4022,20230130,6706
00012548,,BATERIA EXIDE 70 AMP GEL                          ,BATERIA,EXIDE,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,INDURA S.A.INDUSTRIA Y COMERCIO,IMPORTADORA ALSACIA SPA,20170203,58740,20131024,40387
00012556,,AMPOLLETA H3 24V 70W FLOSS 3324                   ,IMPORTACION,FLOSSER,S,SIN ROTACION,0,0,340,13,3.25,16.25,.56,0,0,0,0,INDURA S.A.INDUSTRIA Y COMERCIO,,20211020,1981,20230127,2776
00012571,,FOCO HALOGENO 500 WATT                            ,ELECTRICO,VARIOS,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,INDURA S.A.INDUSTRIA Y COMERCIO,IMP. EXP. FERRA TOWN LTDA,20160609,2404,20210812,4007
00012575,,MACHO SUELTO 3/8 NPT                              ,HERR.OTRAS MARCAS,MACHOS - TERRAJAS,S,SIN ROTACION,670,0,0,0,0,0,0,18,0,0,0,INDURA S.A.INDUSTRIA Y COMERCIO,VILLAR HNOS.S.A.,20221015,3832,20230113,6395
00012576,,MACHO SUELTO 1/2 NPT C/U                          ,HERR.OTRAS MARCAS,MACHOS - TERRAJAS,S,SIN ROTACION,670,0,0,0,0,0,0,11,0,0,0,INDURA S.A.INDUSTRIA Y COMERCIO,,20211116,4489,20221222,7487
00012577,,MACHO SUELTO 1" NPT                               ,HERR.OTRAS MARCAS,MACHOS - TERRAJAS,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,INDURA S.A.INDUSTRIA Y COMERCIO,VILLAR HNOS.S.A.,20150609,7711,20220420,13629
00012604,,MOB VACTRA #2 19LT                                ,LUBRICANTE ,VARIOS,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,INDURA S.A.INDUSTRIA Y COMERCIO,,20100731,32478,,
00012621,,LLAVE PUNTA CORONA C/CHICHARRA 9/16 FORCE 7579.16 ,FORCE,LLAVE CHICHARRA,S,SIN ROTACION,670,0,0,0,0,0,0,10,0,0,0,INDURA S.A.INDUSTRIA Y COMERCIO,,20211113,6807,20220923,11353
00012702,,RASTOP MINI BLOQUE 500 GR                         ,HERR.OTRAS MARCAS,VARIOS,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,INDURA S.A.INDUSTRIA Y COMERCIO,,20100812,7890,,
00012713,,GRASA MOBIL GREASE FM 222 16KGS                   ,LUBRICANTE ,VARIOS,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,INDURA S.A.INDUSTRIA Y COMERCIO,,20161104,131739,20160104,114856
00012744,,CORREA 8PK2060                                    ,CORREAS,PK,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,INDURA S.A.INDUSTRIA Y COMERCIO,MANNHEIM Spa,20220628,9897,20220630,11885
00012784,,LENTE GRIS US EAGLE TECH PLUS                     ,ART.SEG.PERSONAL,LENTES,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,INDURA S.A.INDUSTRIA Y COMERCIO,,20210517,550,20221228,1024
00012793,,ABRAZADERA MANG INOX 06-16 MM 04                  ,ABRAZADERAS,INOXIDABLE,S,SIN ROTACION,670,0,0,0,0,0,0,75,0,0,0,INDURA S.A.INDUSTRIA Y COMERCIO,GEVEMAC LTDA.,20221029,366,20230124,590
00012794,,ABRAZADERA MANG INOX 11- 20 MM # 06               ,ABRAZADERAS,INOXIDABLE,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,INDURA S.A.INDUSTRIA Y COMERCIO,,20221223,370,20230131,1110
00012795,,ABRAZADERA MANG INOX 13 - 23 MM 08                ,ABRAZADERAS,INOXIDABLE,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,INDURA S.A.INDUSTRIA Y COMERCIO,,20221223,377,20230201,1110
00012796,,ABRAZADERA MANG INOX 14- 27 MM # 10               ,ABRAZADERAS,INOXIDABLE,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,INDURA S.A.INDUSTRIA Y COMERCIO,,20221223,609,20230131,1050
00012797,,ABRAZADERA MANG INOX 18 - 32 MM 12                ,ABRAZADERAS,INOXIDABLE,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,INDURA S.A.INDUSTRIA Y COMERCIO,,20221223,671,20230112,1151
00012798,,ABRAZADERA MANG INOX 21- 38 MM # 16               ,ABRAZADERAS,INOXIDABLE,S,SIN ROTACION,670,0,0,0,0,0,0,50,0,0,0,INDURA S.A.INDUSTRIA Y COMERCIO,,20221223,694,20230130,1110
00012799,,ABRAZADERA MANG INOX 21- 44 MM # 20               ,ABRAZADERAS,INOXIDABLE,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,INDURA S.A.INDUSTRIA Y COMERCIO,,20221223,697,20230130,1022
00012800,,ABRAZADERA MANG INOX 27- 51 MM # 24               ,ABRAZADERAS,INOXIDABLE,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,INDURA S.A.INDUSTRIA Y COMERCIO,,20221223,750,20230130,1168
00012801,,ABRAZADERA MANG INOX 33- 57 MM # 28               ,ABRAZADERAS,INOXIDABLE,S,SIN ROTACION,670,0,0,0,0,0,0,25,0,0,0,INDURA S.A.INDUSTRIA Y COMERCIO,,20220218,698,20230118,1605
00012802,,ABRAZADERA MANG INOX 46- 70 MM # 36               ,ABRAZADERAS,INOXIDABLE,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,INDURA S.A.INDUSTRIA Y COMERCIO,GEVEMAC LTDA.,20221029,815,20230118,1263
00012803,,ABRAZADERA MANG INOX 52- 76 MM # 40               ,ABRAZADERAS,INOXIDABLE,S,SIN ROTACION,670,0,0,0,0,0,0,50,0,0,0,INDURA S.A.INDUSTRIA Y COMERCIO,,20220129,1600,20230118,2405
00012804,,ABRAZADERA MANG INOX 59- 82 MM # 44               ,ABRAZADERAS,INOXIDABLE,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,INDURA S.A.INDUSTRIA Y COMERCIO,,20221029,882,20230118,1918
00012806,,ABRAZADERA MANG INOX 72- 95 MM # 52                                                                 ,ABRAZADERAS,INOXIDABLE,S,SIN ROTACION,670,0,0,0,0,0,0,30,0,0,0,INDURA S.A.INDUSTRIA Y COMERCIO,,20220328,935,20221222,2343
00012807,,ABRAZADERA MANG INOX 84-108 MM # 60               ,ABRAZADERAS,INOXIDABLE,S,SIN ROTACION,670,0,0,0,0,0,0,20,0,0,0,INDURA S.A.INDUSTRIA Y COMERCIO,,20220712,866,20220927,1664
00012808,,ABRAZADERA MANG INOX 84-108 MM # 60               ,ABRAZADERAS,INOXIDABLE,S,SIN ROTACION,670,0,0,0,0,0,0,10,0,0,0,INDURA S.A.INDUSTRIA Y COMERCIO,,20211231,866,20230125,1445
00012810,,ABRAZADERA MANG INOX 105-127 MM # 72              ,ABRAZADERAS,INOXIDABLE,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,INDURA S.A.INDUSTRIA Y COMERCIO,GEVEMAC LTDA.,20221029,1065,20220928,2272
00012811,,ABRAZADERA MANG INOX 118-140 MM # 80              ,ABRAZADERAS,INOXIDABLE,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,INDURA S.A.INDUSTRIA Y COMERCIO,GEVEMAC LTDA.,20221029,1148,20220613,1574
00012812,,ABRAZADERA MANG INOX 130-152 MM # 90                                                                ,ABRAZADERAS,INOXIDABLE,S,SIN ROTACION,670,0,0,0,0,0,0,5,0,1755,0,BRENDA CUELLAR ARCOS,,,960,20200703,1659
00012813,,ABRAZADERA MANG INOX 143-165 MM # 96                                                                ,ABRAZADERAS,INOXIDABLE,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,BRENDA CUELLAR ARCOS,,20220328,1320,20220901,1982
00012814,,ABRAZADERA MANG INOX 155-178 MM # 104                                                               ,ABRAZADERAS,INOXIDABLE,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,BRENDA CUELLAR ARCOS,,20210419,1061,20211210,1649
00012817,,ABRAZADERA ESCAPE 5/16X1.1/2                                                                        ,ABRAZADERAS,ESCAPE,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,1404,0,BRENDA CUELLAR ARCOS,BRENDA CUELLAR ARCOS,20230130,1404,20200208,1605
00012818,,ABRAZADERA ESCAPE 5/16X1.1/4                      ,ABRAZADERAS,ESCAPE,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,1251,0,BRENDA CUELLAR ARCOS,BRENDA CUELLAR ARCOS,20230130,1251,20220704,1403
00012819,,ABRAZADERA ESCAPE 5/16X1.3/4                      ,ABRAZADERAS,ESCAPE,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,1503,0,BRENDA CUELLAR ARCOS,BRENDA CUELLAR ARCOS,20230130,1503,20220331,1933
00012820,,ABRAZADERA ESCAPE 5/16X1.5/8                      ,ABRAZADERAS,ESCAPE,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,BRENDA CUELLAR ARCOS,IMP.DE REPUESTOS BRASIL LTDA.,20190925,1003,20220111,1782
00012821,,ABRAZADERA ESCAPE 5/16X1.7/8                      ,ABRAZADERAS,ESCAPE,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,1665,0,BRENDA CUELLAR ARCOS,BRENDA CUELLAR ARCOS,20230130,1665,20220430,1790
00012822,,ABRAZADERA ESCAPE 5/16X2                          ,ABRAZADERAS,ESCAPE,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,1755,0,BRENDA CUELLAR ARCOS,BRENDA CUELLAR ARCOS,20230130,1755,20221124,1924
00012823,,ABRAZADERA ESCAPE 5/16X2.1/2                      ,ABRAZADERAS,ESCAPE,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,2043,0,BRENDA CUELLAR ARCOS,BRENDA CUELLAR ARCOS,20230130,2043,20201111,2269
00012824,,ABRAZADERA ESCAPE 5/16X2.1/4                                                                        ,ABRAZADERAS,ESCAPE,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,1971,0,BRENDA CUELLAR ARCOS,BRENDA CUELLAR ARCOS,20230130,1971,20211126,2601
00012825,,ABRAZADERA ESCAPE 5/16X2.5/8                      ,ABRAZADERAS,ESCAPE,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,2133,0,BRENDA CUELLAR ARCOS,BRENDA CUELLAR ARCOS,20230130,2133,20220929,2636
00012826,,ABRAZADERA ESCAPE 5/16X3                          ,ABRAZADERAS,ESCAPE,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,2394,0,BRENDA CUELLAR ARCOS,BRENDA CUELLAR ARCOS,20230130,2394,20200120,3090
00012827,,ABRAZADERA ESCAPE 3/8X3.1/2                       ,ABRAZADERAS,ESCAPE,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,4140,0,BRENDA CUELLAR ARCOS,BRENDA CUELLAR ARCOS,20230130,4140,20221012,3937
00012828,,ABRAZADERA ESCAPE 3/8X4                           ,ABRAZADERAS,ESCAPE,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,4599,0,BRENDA CUELLAR ARCOS,BRENDA CUELLAR ARCOS,20230130,4599,20221003,4044
00012830,,ABRAZADERA ESCAPE 3/8X5                                                                             ,ABRAZADERAS,ESCAPE,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,6255,0,BRENDA CUELLAR ARCOS,BRENDA CUELLAR ARCOS,20230130,6255,20221220,7140
00013278,,ACERO LIQUIDO ES-507 ABRO                         ,ABRO,ABRO,S,SIN ROTACION,670,0,12,0,0,0,0,120,0,0,0,BRENDA CUELLAR ARCOS,,20210205,1381,20210930,1782
00013279,,ADHESIVO ESPEJO RETROV RV-495 ABRO                ,ABRO,ABRO,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,BRENDA CUELLAR ARCOS,,20190503,529,20230126,966
00013280,,ADITIVO ABRO ACEITE MOT AB-500                    ,ABRO,ABRO,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,BRENDA CUELLAR ARCOS,,20110527,784,20201030,1597
00013281,,ADITIVO CAJA DIFERENCIAL GT-409 ABRO 7OZ          ,ABRO,ABRO,S,SIN ROTACION,670,0,0,0,0,0,0,60,0,0,0,BRENDA CUELLAR ARCOS,,20191114,1680,20220422,2807
00013282,,CERA LIQUIDA ABRO CARNAUBA LIQUID LW-811          ,ABRO,ABRO,S,SIN ROTACION,670,0,0,0,0,0,0,96,0,0,0,BRENDA CUELLAR ARCOS,,20180504,1529,20200502,2782
00013283,,CERA PASTA ABRO SUPER GOLD PW-400                 ,ABRO,ABRO,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,BRENDA CUELLAR ARCOS,,20180529,1585,20220714,2891
00013284,,GRASA ABRO HEAVY-DUTY #3 GR-303 473 ML            ,ABRO,ABRO,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,BRENDA CUELLAR ARCOS,SILVA FARIAS Y CIA.LTDA.,20180705,1971,20211026,2366
00013285,,GRASA ABRO LITHUIM WHITE SPRAY 10 OZ LG-380       ,ABRO,ABRO,S,SIN ROTACION,670,3,0,1,.25,1.25,0,96,0,0,0,BRENDA CUELLAR ARCOS,,20190503,1764,20200516,2647
00013286,,LIMPIA TAPIZ ABRO FC-650                          ,ABRO,ABRO,S,SIN ROTACION,670,0,0,0,0,0,0,60,0,0,0,BRENDA CUELLAR ARCOS,,20191114,1812,20210405,3025
00013287,,LIMPIADOR FRENO- PAST ABRO BC-750 / BC-780        ,ABRO,ABRO,S,SIN ROTACION,670,0,0,0,0,0,0,240,0,0,0,BRENDA CUELLAR ARCOS,SILVA FARIAS Y CIA.LTDA.,20180821,2464,20190917,4487
00013288,,LUBRICANTE AB-80 ABRO 283GRS                      ,ABRO,ABRO,S,SIN ROTACION,670,0,0,0,0,0,0,360,0,0,0,BRENDA CUELLAR ARCOS,,20191114,1399,20220120,3017
00013289,,OCTANE BOOSTER OB-506 ABRO                        ,ABRO,ABRO,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,BRENDA CUELLAR ARCOS,,20120320,1420,20220224,2429
00013291,,SELLADOR MOTOR FUGA ABRO EO-414                   ,ABRO,ABRO,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,BRENDA CUELLAR ARCOS,,20110527,1036,20220912,1672
00013292,,SILICONA NEGRA 12-AB 85 GRS ABRO                  ,ABRO,ABRO,S,SIN ROTACION,670,0,0,0,0,0,0,120,0,0,0,BRENDA CUELLAR ARCOS,,20181022,823,20221001,1504
00013293,,SILICONA ROJA 11-AB ABRO 85 GR                    ,ABRO,ABRO,S,SIN ROTACION,670,0,0,0,0,0,0,240,0,0,0,BRENDA CUELLAR ARCOS,,20181022,823,20210618,1000
00013294,,SILICONA TRANS 13-AB ABRO 85 GRS                  ,ABRO,ABRO,S,SIN ROTACION,670,0,84,0,0,0,0,0,0,0,0,BRENDA CUELLAR ARCOS,,20180705,784,20230119,1319
00013297,,TRABADOR TUERCA 6ML ABRO AZUL TL-342              ,ABRO,ABRO,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,BRENDA CUELLAR ARCOS,SILVA FARIAS Y CIA.LTDA.,20180821,913,20220409,1664
00013298,,TRABADOR PERNO 6ML ROJO ABRO TL-371               ,ABRO,ABRO,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,BRENDA CUELLAR ARCOS,SILVA FARIAS Y CIA.LTDA.,20190503,913,20191119,1664
00013299,,TRATAMIENTO GASOLINA ABRO GT-507                  ,ABRO,ABRO,S,SIN ROTACION,670,0,0,0,0,0,0,120,0,0,0,BRENDA CUELLAR ARCOS,SILVA FARIAS Y CIA.LTDA.,20160915,1120,20200422,2092
00013311,,ALARGADOR ANTENA 60 CC 1124                       ,ACCESORIOS,ALARGADORES,S,SIN ROTACION,670,0,0,0,0,0,0,6,0,0,0,BRENDA CUELLAR ARCOS,EDUARDO CRISTHIAN FERRI MASCIO,20220722,1290,20230111,1319
00013315,,ALARGADOR RECT 4 P 3MT 428B                                                                         ,HERR.OTRAS MARCAS,ELECTRICO,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,BRENDA CUELLAR ARCOS,,,9496,,
00013316,,ALARGADOR RECT 4 P 3MT 428C AMERICANO                                                               ,HERR.OTRAS MARCAS,ELECTRICO,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,BRENDA CUELLAR ARCOS,,,1473,20180630,2672
00013317,,ALARGADOR RECT 5P 5MT                             ,HERR.OTRAS MARCAS,ELECTRICO,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,BRENDA CUELLAR ARCOS,,,1907,,
00013318,,ALARGADOR RECT 5 P 10MT                                                                             ,HERR.OTRAS MARCAS,ELECTRICO,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,BRENDA CUELLAR ARCOS,,,1907,,
00013320,,ALARGADOR RECT SIMP 15 MT USA                                                                       ,HERR.OTRAS MARCAS,ELECTRICO,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,BRENDA CUELLAR ARCOS,,,378,20220808,722
00013321,,ALARGADOR RECT SIMP 30 MT USA                                                                       ,HERR.OTRAS MARCAS,ELECTRICO,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,BRENDA CUELLAR ARCOS,,,2860,20120623,4882
00013322,,ALARGADOR RECT SIMP 7 MT USA                                                                        ,HERR.OTRAS MARCAS,ELECTRICO,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,BRENDA CUELLAR ARCOS,,,2860,20141002,4674
00013323,,ALARGADOR SIMP 100 FT 30METROS USA (CBE100)                                                         ,HERR.OTRAS MARCAS,ELECTRICO,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,BRENDA CUELLAR ARCOS,,,4980,20140226,9050
00013324,,ALARGADOR SIMP 50 FT USA 15 MTS (CBE050)                                                            ,HERR.OTRAS MARCAS,ELECTRICO,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,BRENDA CUELLAR ARCOS,,,3145,20140425,5371
00013327,,ALARGADOR VALVULA AIRE METALICO 12 CM #4433       ,CAMARAS,VARIOS ,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,BRENDA CUELLAR ARCOS,,20220506,7823,20210709,7407
00013335,,ALARMA RETROCESO 12-80V 97DB                      ,BOCINAS,ALARMA RETROCESO,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,BRENDA CUELLAR ARCOS,,20211106,5540,20220601,11929
00013336,,ALARM                                             ,ACCESORIOS,ALARMAS,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,BRENDA CUELLAR ARCOS,IMP.DE REPUESTOS BRASIL LTDA.,20141120,9690,20141202,14213
00013337,,ALARMA RETROCESO 12V 24V 97 dB ECCO               ,BOCINAS,ALARMA RETROCESO,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,BRENDA CUELLAR ARCOS,SERVICIO LUCAS BLANDFORD S.A.,20180509,12000,20180908,14406
00013343,,ALZA VIDRIO ELECT 2 PUERTAS MILANO                ,ACCESORIOS,VARIOS,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,BRENDA CUELLAR ARCOS,,20190320,35900,20200205,46413
00013344,,ALZA VIDRIO ELECT 4 PUERTAS BOWMANN SW                                                              ,ACCESORIOS,VARIOS,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,BRENDA CUELLAR ARCOS,GINETTE DIAZ TRIGO,20150328,48900,,
00013345,,AMARRA PLASTICA 100X2.5 BLANCA                    ,ACCESORIOS,AMARRA PLAST,S,SIN ROTACION,670,0,0,0,0,0,0,2100,0,0,0,BRENDA CUELLAR ARCOS,,20170627,2,20221229,20
00013346,,AMARRA PLASTICA 100X2.5 NEGRO                     ,ACCESORIOS,AMARRA PLAST,S,SIN ROTACION,670,0,0,0,0,0,0,2100,0,0,0,BRENDA CUELLAR ARCOS,,20220210,17,20230128,42
00013348,,AMARRA PLASTICA 150X2.5                           ,ACCESORIOS,AMARRA PLAST,S,SIN ROTACION,670,0,0,0,0,0,0,2200,0,0,0,BRENDA CUELLAR ARCOS,,,0,20230110,42
00013349,,AMARRA PLASTICA 150X3.6 BLANCA                    ,ACCESORIOS,AMARRA PLAST,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,BRENDA CUELLAR ARCOS,IMP.DE REPUESTOS BRASIL LTDA.,20170426,9,20191021,42
00013350,,AMARRA PLASTICA 150X3.6 NEGRA                     ,ACCESORIOS,AMARRA PLAST,S,SIN ROTACION,670,0,0,0,0,0,0,3000,0,0,0,BRENDA CUELLAR ARCOS,INVERSIONES COLLINS Y COLLINS LTDA.,20230127,16,20230103,34
00013352,,AMARRA PLASTICA 200X3.5 BLANCA                    ,ACCESORIOS,AMARRA PLAST,S,SIN ROTACION,670,0,5500,0,0,0,0,2200,0,0,0,BRENDA CUELLAR ARCOS,,20210504,10,20230127,12
00013353,,AMARRA PLASTICA 200X3.6 NEGRA                     ,ACCESORIOS,AMARRA PLAST,S,SIN ROTACION,670,0,0,0,0,0,0,90,0,0,0,BRENDA CUELLAR ARCOS,INVERSIONES COLLINS Y COLLINS LTDA.,20230127,20,20230126,24
00013354,,AMARRA PLASTICA 200X4.8 NEGRA                     ,ACCESORIOS,AMARRA PLAST,S,SIN ROTACION,670,0,0,0,0,0,0,5000,0,0,0,BRENDA CUELLAR ARCOS,INVERSIONES COLLINS Y COLLINS LTDA.,20230127,26,20230130,59
00013355,,AMARRA PLASTICA 200X4.8 BLANCA                    ,ACCESORIOS,AMARRA PLAST,S,SIN ROTACION,670,0,0,0,0,0,0,200,0,0,0,BRENDA CUELLAR ARCOS,,20160617,19,20230125,81
